Y--CE2f-ttEQ_30.000_40.000.wav	Running_water
Y--ERHDSdxGQ_30.000_40.000.wav	Blender,Speech
Y-0A1_JR5f34_16.000_26.000.wav	Dog,Speech
Y-0BScjoz3Z0_10.000_20.000.wav	Dishes
Y-0nSANmuPxU_10.000_20.000.wav	Dishes,Speech
Y-1Aq2vO90x0_100.000_110.000.wav	Cat
Y-1KAjPp2-Vc_120.000_130.000.wav	Dog
Y-1XUnm0C3nc_30.000_40.000.wav	Dishes,Speech
Y-1gnqVuvMqg_30.000_40.000.wav	Dog
Y-2T84hKp5pU_30.000_40.000.wav	Cat
Y-2wSfX2alxs_30.000_40.000.wav	Electric_shaver_toothbrush,Speech
Y-3jCQXtsa7A_30.000_40.000.wav	Speech
Y-3qrk3DOzPY_11.000_21.000.wav	Dog
Y-49HTaaNAjk_10.000_20.000.wav	Dog
Y-4RO-xwY_sU_30.000_40.000.wav	Speech
Y-4V-G01XDGA_140.000_150.000.wav	Dishes,Speech
Y-4W5MXLYr7Y_30.000_40.000.wav	Dog
Y-54naqYCenE_70.000_80.000.wav	Cat
Y-5kitoRP7n8_14.000_24.000.wav	Cat
Y-5msR5aVwtg_90.000_100.000.wav	Dog,Speech
Y-5xNaSrvNlw_40.000_50.000.wav	Alarm_bell_ringing
Y-628WBAudFs_40.000_50.000.wav	Cat,Speech
Y-62RXhX5GZk_30.000_40.000.wav	Dog,Speech
Y-67q0yYR0zk_24.000_34.000.wav	Dog
Y-6Vl2wMppE0_150.000_160.000.wav	Cat
Y-6axSq5UpRU_30.000_40.000.wav	Dog,Speech
Y-6bSOEg37aM_30.000_40.000.wav	Dog
Y-6mz1aSpypo_30.000_40.000.wav	Dog
Y-6rhfzzAeTI_10.000_20.000.wav	Alarm_bell_ringing
Y-7TkOxpkbwM_30.000_40.000.wav	Dishes,Speech
Y-8-DDEBf4O4_30.000_40.000.wav	Speech
Y-8EPfCUsaJI_30.000_40.000.wav	Dog
Y-8gLdsuPmOI_30.000_40.000.wav	Speech
Y-8rk5vvJ0_w_30.000_40.000.wav	Dog,Speech
Y-8w29At1-6M_28.000_38.000.wav	Cat
Y-96M8jhGKKs_30.000_40.000.wav	Frying
Y-9DP8x__enM_30.000_40.000.wav	Dog,Speech
Y-9ZM1CeOx8Q_6.000_16.000.wav	Running_water,Speech
Y-9Zu3pbxUZA_30.000_40.000.wav	Speech
Y-9vtZXolVrA_30.000_40.000.wav	Running_water
Y-AFrDnmdTCg_30.000_40.000.wav	Blender,Dishes,Speech
Y-ATt52SzTvg_20.000_30.000.wav	Cat
Y-AVwRtGa-4g_30.000_40.000.wav	Dog
Y-AWooU1PDiM_70.000_80.000.wav	Dog
Y-Ar4PKnkW4g_30.000_40.000.wav	Alarm_bell_ringing,Dog
Y-B5DiOSRRaE_30.000_40.000.wav	Speech
Y-BF5MwxM3iY_30.000_40.000.wav	Running_water,Speech
Y-BGOlBck6D4_130.000_140.000.wav	Dog
Y-BL3E3sLc78_30.000_40.000.wav	Vacuum_cleaner
Y-BLD2zJt6Fg_12.000_22.000.wav	Electric_shaver_toothbrush,Speech
Y-BLjIL2ROoo_14.000_24.000.wav	Dog
Y-BrGEW6o1i0_0.000_10.000.wav	Dog,Speech
Y-CPNNk0Yy_o_30.000_40.000.wav	Dog
Y-Cscub2da40_60.000_70.000.wav	Cat
Y-CsyccdK-W0_30.000_40.000.wav	Speech
Y-D8SmpQS4pA_40.000_50.000.wav	Electric_shaver_toothbrush,Speech
Y-Dqs5gfCs6w_1.000_11.000.wav	Speech
Y-DsCcOSF_-c_13.000_23.000.wav	Speech
Y-E7YRiWlfFI_15.000_25.000.wav	Dishes,Speech
Y-ELF0Yf7sGQ_30.000_40.000.wav	Dog
Y-Ef0YmW7OVg_30.000_40.000.wav	Cat
Y-EfASI0k7JY_24.000_34.000.wav	Dog
Y-FGoF0ZNiFE_20.000_30.000.wav	Dishes,Running_water,Speech
Y-FHaYjqVPZ8_11.000_21.000.wav	Speech
Y-FL9SIdEWMo_10.000_20.000.wav	Dishes,Speech
Y-FNu8b_mSzw_30.000_40.000.wav	Dog,Speech
Y-FR4W309dYo_30.000_40.000.wav	Speech
Y-FVcaKITrV0_30.000_40.000.wav	Dishes,Speech
Y-FwemucIizg_30.000_40.000.wav	Speech
Y-G2OMjRN67o_30.000_40.000.wav	Dog,Speech
Y-GD61bym00o_30.000_40.000.wav	Dog,Speech
Y-GUOAK-SotI_30.000_40.000.wav	Cat
Y-Gp9-o-75bA_13.000_23.000.wav	Dog
Y-HGmUSY9YcA_30.000_40.000.wav	Cat
